text,lemmas,ngrams,named_ents,sentiment
"( ADP News ) Feb 6 , 2009 Finnish fishing tackle company Rapala VMC Corp ( HEL RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .","['finnish', 'fishing', 'tackle', 'company', 'say', 'today', 'net', 'profit', 'rise', 'usd', 'm']","['finnish_fishing', 'finnish_fishing_tackle', 'finnish_fishing_tackle_company', 'say_today', 'net_profit']",[],positive
It is the most awkward thing to use if you 're holding the phone with one hand .,"['awkward', 'thing', 'use', 'hold', 'phone', 'hand']",['awkward_thing'],[],negative
"The number of permanent reductions of clerical workers is 22 employees , of which 19 in Finland .","['number', 'permanent', 'reduction', 'clerical', 'worker', 'employee']","['permanent_reduction', 'clerical_worker']",['Finland/GPE'],negative
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .","['fair', 'value', 'property', 'portfolio', 'double', 'result', 'acquisition', 'total']",['fair_value'],[],positive
"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .","['sale', 'quarter', 'total', 'euro', 'represent', 'drop', 'percent', 'year', 'year']",[],[],negative
Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,"['operate', 'profit', 'rise']",['operate_profit'],[],positive
The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,"['acquisition', 'strategy', 'strengthen', 'position', 'select', 'location']",['select_location'],[],positive
"When the web user clicks on the link contained in the mail , he finds himself on a bogus site that imitates that of his bank , and which retrieves his personal banking data .","['web', 'user', 'click', 'link', 'contain', 'mail', 'find', 'bogus', 'site', 'imitate', 'bank', 'retrieve', 'personal', 'banking', 'datum']","['bogus_site', 'personal_banking', 'personal_banking_datum']",[],negative
Export declined by 6 percent to 16.4 million liters .,"['export', 'decline', 'percent', 'liter']",[],[],negative
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,"['say', 'second', 'quarter', 'result', 'fall', 'half', 'compare', 'period']",['same_period'],['Stora_Enso_Oyj/PERSON'],negative
"However , the growth margin slowed down due to the financial crisis .","['growth', 'margin', 'slow', 'financial', 'crisis']",['financial_crisis'],[],negative
"The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 .","['item', 'include', 'restructure', 'cost', 'm', 'year', 'early', 'm.', 'stand', 'loss', 'share']",['restructure_cost'],[],positive
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .","['currently', 'occupy', 'place', 'lose', 'ground', 'quarter', 'drop', 'share', 'overall']","['third_place', 'lose_ground']",[],negative
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,"['pretax', 'loss', 'total', '117mn', 'compare', 'loss', 'corresponding', 'period']","['pretax_loss', 'corresponding_period']",[],negative
"Higher bit rates for outgoing traffic improves the end-user experience of mobile broadband services such as video conferencing , file sharing and sending e-mails with attachments .","['high', 'bit', 'rate', 'outgoing', 'traffic', 'improve', 'end', 'user', 'experience', 'mobile', 'broadband', 'service', 'video', 'conferencing', 'file', 'sharing', 'send', 'e', 'mail', 'attachment']","['high_bit', 'high_bit_rate', 'outgoing_traffic', 'mobile_broadband', 'mobile_broadband_service', 'send_e', 'send_e_-', 'send_e_-_mail']",[],positive
"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .","['index', 'comprise', 'trade', 'nordic', 'stock', 'exchange', 'close', 'point']",['nordic_stock'],[],negative
"Department store sales improved by 14 % to EUR 1,070.6 mn .","['department', 'store', 'sale', 'improve']",[],[],positive
Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,"['finnish', 'metal', 'component', 'supplier', 'say', 'net', 'profit', 'go', 'mln', 'euro', 'mln', 'mln', 'euro', 'mln']","['finnish_metal', 'finnish_metal_component', 'finnish_metal_component_supplier', 'net_profit']",[],positive
"TietoEnator itself uses Nokia 's Intellisync Mobile Suite 's wireless email , calendar , and device management capabilities , and the company will now extend these services to its customers .","['use', 'wireless', 'email', 'calendar', 'device', 'management', 'capability', 'company', 'extend', 'service', 'customer']",['wireless_email'],[],positive
Turnover rose to EUR21m from EUR17m .,"['turnover', 'rise', 'm', 'm']",[],[],positive
"SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 .","['release', 'reward', 'distinguished', 'partner', 'company']","['distinguished_partner', 'distinguished_partner_company']",['Finland/GPE'],positive
"Jawad Williams scored 23 points in an impressive debut for Jerusalem , with Jason Rich adding 18 and Yuval Naimi chipping in with 16 points for Hapoel , which visits the yellow-and-blue next week .","['score', 'point', 'impressive', 'debut', 'add', 'chip', 'point', 'visit', 'yellow', 'blue', 'week']","['impressive_debut', 'next_week']","['Jawad_Williams/PERSON', 'Jerusalem/GPE', 'Jason_Rich/PERSON', 'Yuval_Naimi/PERSON']",positive
The company aims to maintain this trend in profitability during the current year .,"['company', 'aim', 'maintain', 'trend', 'profitability', 'current', 'year']",['current_year'],[],positive
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,"['company', 'report', 'today', 'operating', 'loss', 'm', 'net', 'sale', 'm', 'quarter']","['report_today', 'net_sale', 'first_quarter']",[],negative
"'' There 's the issue of thieves stealing them from building sites , '' said Mr Smith .","['issue', 'thief', 'steal', 'build', 'site', 'say']",['build_site'],['Mr_Smith/PERSON'],negative
The recent troubles simply make NETeller cheaper .,"['recent', 'trouble', 'simply', 'neteller', 'cheap']","['recent_trouble', 'make_neteller']",[],negative
"EPS for the quarter was EUR0 .00 , as compared with EUR0 .01 in the third quarter of 2008 , representing a Group net sales for the third quarter were EUR15 .3 m , up by 2.8 % as compared with EUR14 .9 m in the third quarter of 2008 .","['quarter', 'compare', 'quarter', 'represent', 'net', 'sale', 'quarter', 'm', 'compare', 'm', 'quarter']","['third_quarter', 'net_sale', 'third_quarter', 'third_quarter']",[],positive
Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,"['operate', 'profit', 'fourth', 'quarter', 'go', 'm', 'corresponding', 'period', 'include', 'cost', 'growth', 'project']","['operate_profit', 'fourth_quarter', 'corresponding_period', 'include_cost']",[],negative
"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 .","['sale', 'price', 'sale', 'gain', 'mln', 'euro', 'mln', 'recognize', 'earning']",[],[],positive
The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .,"['company', 'feature', 'include', 'list', 'world', 'sustainable', 'corporation']",['sustainable_corporation'],[],positive
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,"['company', 'slip', 'operating', 'loss', 'profit']",[],[],negative
"We can choose the most efficient , best overall value option for our customers already at the bidding stage .","['choose', 'efficient', 'good', 'overall', 'value', 'option', 'customer', 'bidding', 'stage']","['overall_value', 'overall_value_option']",[],positive
"4 February 2011 Finnish broadband data communication systems provider Teleste Oyj HEL TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .","['finnish', 'broadband', 'datum', 'communication', 'system', 'provider', 'say', 'net', 'profit', 'rocket', 'm', 'lift', 'dividend', 'proposal']","['finnish_broadband', 'finnish_broadband_datum', 'finnish_broadband_datum_communication', 'finnish_broadband_datum_communication_system', 'finnish_broadband_datum_communication_system_provider', 'net_profit']",['Teleste_Oyj_HEL_TLT1V/PERSON'],positive
'' We 've been feeling quite positive about the region as a whole .,"['feel', 'positive', 'region']",[],[],positive
"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .","['fall', 'percent', 'kronor', 'low', 'close']",['low_close'],[],negative
"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .","['note', 'establish', 'interoperability', 'agreement', 'cover', 'commercially', 'prove', 'standard', 'base', 'management', 'mobile', 'device', 'mobile', 'device', 'security', 'mobile', 'application', 'management']","['establish_interoperability', 'establish_interoperability_agreement', 'base_management', 'mobile_device', 'mobile_device', 'mobile_device_security', 'mobile_application', 'mobile_application_management']",[],positive
"After Chuck Smith was laid off on May 30 from his $ 90,000 housing consultant job , he and his wife had to cut spending in half for their family of six , having to rely on his wife 's income about the same as his alone .","['lay', 'housing', 'consultant', 'job', 'wife', 'cut', 'spending', 'half', 'family', 'have', 'rely', 'wife', 'income']",['cut_spending'],['Chuck_Smith/PERSON'],negative
"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .","['index', 'pct', 'turnover', 'mln', 'eur']",[],[],negative
'' I am extremely delighted with this project and the continuation of cooperation with Viking Line .,"['extremely', 'delighted', 'project', 'continuation', 'cooperation']",[],[],positive
"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 .","['finnish', 'silicon', 'wafer', 'technology', 'company', 'report', 'operate', 'profit', 'm', 'm', 'corresponding', 'period']","['finnish_silicon', 'finnish_silicon_wafer', 'finnish_silicon_wafer_technology', 'finnish_silicon_wafer_technology_company', 'operate_profit', 'corresponding_period']",[],positive
"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .","['purchase', 'agreement', 'ton', 'gasoline', 'delivery', 'terminal', 'sign', 'oyj', 'average', 'index', 'dollar', 'month']",[],"['Hamina/GPE', 'Finland/GPE']",positive
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .","['finnish', 'system', 'supplier', 'contract', 'manufacturer', 'communication', 'sector', 'electronics', 'industry', 'report', 'net', 'sale', 'total', 'half', 'half']","['net_sale', 'first_half', 'first_half']",[],negative
The aim is to convert the plants into flexible manufacturers of new and technologically demanding products .,"['aim', 'convert', 'plant', 'flexible', 'manufacturer', 'new', 'technologically', 'demanding', 'product']","['flexible_manufacturer', 'demanding_product']",[],positive
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .","['end', 'pct', 'low', 'pct', 'bln', 'eur', 'turnover']",[],[],negative
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .","['dilute', 'loss', 'share', 'stand', 'half']","['dilute_loss', 'first_half']",[],negative
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .","['company', 'annual', 'loss', 'amount', '18mn', 'compare', 'profit']",['annual_loss'],[],negative
"Finnish Suominen Corporation that makes wet wipes , nonwovens , and flexible packaging is starting employer-employee negotiations at its Tampere plant in Finland to lay off about 25 employees .","['make', 'wet', 'wipe', 'nonwoven', 'flexible', 'packaging', 'start', 'employer', 'employee', 'negotiation', 'plant', 'lay', 'employee']","['wet_wipe', 'flexible_packaging', 'start_employer']","['Tampere/GPE', 'Finland/GPE']",negative
